actor;sex;movies;actorProductivity;topMovie;topMovieRevenue;totalRevenue;avRevenue;birthday;launchdateTopMovie;comingMovie;dateComingMovie;Height;bornInCity;bornInCountry;MarrialStatus;Children;Dead;comingEvents;comingMovie2;dateComingMovie2;comingMovie3;dateComingMovie3
Geoffrey Rush;Male;28;MiddleSegment 16-30 movies;Pirates of the Caribbean 3;309;1511;54;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Alex Russell;Male;3;LowerSegment 3-15 movies;Unbroken;116;180;60;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kurt Russell;Male;32;UpperSegment 31-74 movies;Furious 7;351;1412;44;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rene Russo;Female;21;MiddleSegment 16-30 movies;Thor: The Dark World;206;1448;69;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Amy Ryan;Female;15;LowerSegment 3-15 movies;Dan in Real Life;48;263;18;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Meg Ryan;Female;29;MiddleSegment 16-30 movies;Top Gun;180;1152;40;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Winona Ryder;Female;35;UpperSegment 31-74 movies;Mr. Deeds;126;916;26;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Katee Sackhoff;Female;3;LowerSegment 3-15 movies;Riddick;42;100;33;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Zoe Saldana;Female;25;MiddleSegment 16-30 movies;Avatar;761;2081;83;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Andy Samberg;Male;9;LowerSegment 3-15 movies;Hotel Transylvania;148;446;50;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Adam Sandler;Male;31;UpperSegment 31-74 movies;Big Daddy;164;2488;80;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Susan Sarandon;Female;57;UpperSegment 31-74 movies;Enchanted;128;1422;25;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Peter Sarsgaard;Male;24;MiddleSegment 16-30 movies;Green Lantern;117;602;25;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Taylor Schilling;Male;3;LowerSegment 3-15 movies;The Lucky One;61;66;22;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Joseph Schneider;Male;1;BeginnerSegment 1-2 movies;I'm Not Jesus Mommy;0;0;0;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rob Schneider;Male;16;MiddleSegment 16-30 movies;Big Daddy;164;878;55;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Liev Schreiber;Female;30;MiddleSegment 16-30 movies;X-Men Origins: Wolverine;180;1073;36;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jason Schwartzman;Male;23;MiddleSegment 16-30 movies;Saving Mr. Banks;83;457;20;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Arnold Schwarzenegger;Male;30;MiddleSegment 16-30 movies;Terminator 2;205;1884;63;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
David Schwimmer;Male;10;LowerSegment 3-15 movies;Madagascar 3;216;683;68;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Adam Scott;Male;24;MiddleSegment 16-30 movies;Step Brothers;101;481;20;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jason Segel;Male;15;LowerSegment 3-15 movies;Despicable Me;252;929;62;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Andy Serkis;Male;13;LowerSegment 3-15 movies;Return of the King;378;1770;136;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Chloe Sevigny;Female;18;MiddleSegment 16-30 movies;Zodiac;33;85;5;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rufus Sewell;Male;21;MiddleSegment 16-30 movies;Hercules;73;489;23;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Amanda Seyfried;Female;21;MiddleSegment 16-30 movies;Les Miserables;149;896;43;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Tupac Shakur;Male;6;LowerSegment 3-15 movies;Poetic Justice;28;83;14;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Suraj Sharma;Female;2;BeginnerSegment 1-2 movies;Life of Pi;125;161;81;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Charlie Sheen;Male;30;MiddleSegment 16-30 movies;Platoon;139;906;30;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Michael Sheen;Male;24;MiddleSegment 16-30 movies;Alice in Wonderland;334;1470;61;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Tye Sheridan;Male;4;LowerSegment 3-15 movies;Mud;22;36;9;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
M. Night Shyamalan;Male;1;BeginnerSegment 1-2 movies;Lady in the Water;42;42;42;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Gabourey Sidibe;Male;3;LowerSegment 3-15 movies;Tower Heist;78;126;42;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Alicia Silverstone;Female;14;LowerSegment 3-15 movies;Batman and Robin;107;354;25;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Stellan Skarsgard;Male;42;UpperSegment 31-74 movies;The Avengers;623;3172;76;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
John Slattery;Male;9;LowerSegment 3-15 movies;Iron Man 2;312;644;72;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kodi Smit-McPhee;Male;7;LowerSegment 3-15 movies;Dawn of the Planet of the Apes;209;285;41;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jaden Smith;Male;4;LowerSegment 3-15 movies;The Karate Kid;177;480;120;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kevin Smith;Male;5;LowerSegment 3-15 movies;Live Free or Die Hard;135;205;41;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Will Smith;Male;22;MiddleSegment 16-30 movies;Independence Day;306;2814;128;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Wesley Snipes;Male;30;MiddleSegment 16-30 movies;Blade II;82;974;33;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kevin Spacey;Male;35;UpperSegment 31-74 movies;Superman Returns;200;1401;40;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
David Spade;Male;13;LowerSegment 3-15 movies;Grown Ups;162;569;44;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Morgan Spurlock;Male;1;BeginnerSegment 1-2 movies;POM Wonderful Presents: The Greatest Movie Ever Sold;1;1;1;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Sylvester Stallone;Male;39;UpperSegment 31-74 movies;Rambo: First Blood Part II;150;1932;50;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jason Statham;Male;30;MiddleSegment 16-30 movies;Furious 7;351;1260;42;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Imelda Staunton;Female;15;LowerSegment 3-15 movies;Harry Potter / Phoenix;292;670;45;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Hailee Steinfeld;Female;9;LowerSegment 3-15 movies;Pitch Perfect 2;184;465;52;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Dan Stevens;Male;4;LowerSegment 3-15 movies;Night at the Museum: Secret of the Tomb;114;144;36;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Ray Stevenson;Male;15;LowerSegment 3-15 movies;Thor: The Dark World;206;1101;73;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kristen Stewart;Female;25;MiddleSegment 16-30 movies;The Twilight Saga: Eclipse;301;1804;72;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Patrick Stewart;Male;16;MiddleSegment 16-30 movies;X-Men: The Last Stand;234;1219;76;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Julia Stiles;Female;18;MiddleSegment 16-30 movies;The Bourne Ultimatum;228;879;49;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Ben Stiller;Male;36;UpperSegment 31-74 movies;Meet the Fockers;279;2798;78;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Emma Stone;Female;17;MiddleSegment 16-30 movies;The Amazing Spider-Man;262;1395;82;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Sharon Stone;Female;34;UpperSegment 31-74 movies;Total Recall;119;723;21;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Meryl Streep;Female;50;UpperSegment 31-74 movies;Mamma Mia!;144;2006;40;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Barbra Streisand;Female;15;LowerSegment 3-15 movies;Meet the Fockers;279;995;66;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Mark Strong;Male;32;UpperSegment 31-74 movies;Sherlock Holmes;209;1123;35;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jim Sturgess;Male;12;LowerSegment 3-15 movies;21;81;233;19;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Tom Sturridge;Male;6;LowerSegment 3-15 movies;Far from the Madding Crowd;12;23;4;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jason Sudeikis;Male;13;LowerSegment 3-15 movies;We're the Millers;150;734;56;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jeremy Sumpter;Male;4;LowerSegment 3-15 movies;Peter Pan;49;140;35;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kiefer Sutherland;Male;34;UpperSegment 31-74 movies;Monsters Vs. Aliens;198;1071;32;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Hilary Swank;Female;16;MiddleSegment 16-30 movies;Million Dollar Baby;101;448;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Nick Swardson;Male;12;LowerSegment 3-15 movies;Grown Ups 2;134;792;66;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Patrick Swayze;Male;23;MiddleSegment 16-30 movies;Ghost;218;573;25;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Tilda Swinton;Female;29;MiddleSegment 16-30 movies;The Chronicles of Narnia;292;1014;35;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jorma Taccone;Female;2;BeginnerSegment 1-2 movies;Land of the Lost;49;63;32;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Quentin Tarantino;Male;2;BeginnerSegment 1-2 movies;From Dusk Till Dawn;26;29;14;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Channing Tatum;Male;28;MiddleSegment 16-30 movies;The LEGO Movie;258;1849;66;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Christine Taylor;Female;7;LowerSegment 3-15 movies;DodgeBall;114;308;44;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Aimee Teegarden;Female;3;LowerSegment 3-15 movies;Prom;10;10;3;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Miles Teller;Male;11;LowerSegment 3-15 movies;Divergent;151;517;47;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Juno Temple;Male;16;MiddleSegment 16-30 movies;Maleficent;241;333;21;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Charlize Theron;Male;32;UpperSegment 31-74 movies;Hancock;228;1278;40;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Max Thieriot;Male;9;LowerSegment 3-15 movies;The Pacifier;113;234;26;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Olivia Thirlby;Female;15;LowerSegment 3-15 movies;Juno;144;349;23;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Emma Thompson;Female;29;MiddleSegment 16-30 movies;Brave;237;1034;36;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Bella Thorne;Female;3;LowerSegment 3-15 movies;Alexander;67;147;49;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Billy Bob Thornton;Male;32;UpperSegment 31-74 movies;Armageddon;202;1009;32;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Uma Thurman;Female;31;UpperSegment 31-74 movies;Pulp Fiction;108;774;25;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Brenton Thwaites;Male;4;LowerSegment 3-15 movies;Maleficent;241;315;79;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Justin Timberlake;Male;13;LowerSegment 3-15 movies;Bad Teacher;100;516;40;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Analeigh Tipton;Female;4;LowerSegment 3-15 movies;Crazy Stupid Love.;84;152;38;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Marisa Tomei;Female;39;UpperSegment 31-74 movies;What Women Want;183;1081;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Lily Tomlin;Female;20;MiddleSegment 16-30 movies;9 to 5;103;447;22;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Michelle Trachtenberg;Male;8;LowerSegment 3-15 movies;Inspector Gadget;97;254;32;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
John Travolta;Male;44;UpperSegment 31-74 movies;Grease;189;2399;55;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Stanley Tucci;Male;48;UpperSegment 31-74 movies;Catching Fire;425;2797;58;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Chris Tucker;Male;8;LowerSegment 3-15 movies;Rush Hour 2;226;796;100;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Liv Tyler;Female;23;MiddleSegment 16-30 movies;Return of the King;378;1546;67;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Carrie Underwood;Female;1;BeginnerSegment 1-2 movies;Soul Surfer;44;44;44;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kate Upton;Female;2;BeginnerSegment 1-2 movies;The Other Woman;84;128;64;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Karl Urban;Male;16;MiddleSegment 16-30 movies;Return of the King;378;1727;108;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Wilmer Valderrama;Male;7;LowerSegment 3-15 movies;Larry Crowne;36;77;11;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Nia Vardalos;Female;4;LowerSegment 3-15 movies;My Big Fat Greek Wedding;241;258;65;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Vince Vaughn;Male;33;UpperSegment 31-74 movies;The Lost World;229;1717;52;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Alexa Vega;Female;9;LowerSegment 3-15 movies;Spy Kids;113;370;41;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Goran Visnjic;Male;7;LowerSegment 3-15 movies;Practical Magic;47;86;12;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Mike Vogel;Male;10;LowerSegment 3-15 movies;The Help;170;523;52;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jon Voight;Male;32;UpperSegment 31-74 movies;Transformers;319;2013;63;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Mark Wahlberg;Male;35;UpperSegment 31-74 movies;Transformers 4;245;2399;69;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
David Wain;Male;1;BeginnerSegment 1-2 movies;Delirious (2007);0;0;0;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rhys Wakefield;Male;3;LowerSegment 3-15 movies;Endless Love;23;47;16;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Christopher Walken;Male;58;UpperSegment 31-74 movies;Wedding Crashers;209;1693;29;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Paul Walker;Male;19;MiddleSegment 16-30 movies;Furious 7;351;1642;86;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Quvenzhane Wallis;Female;3;LowerSegment 3-15 movies;Annie (2014);86;99;33;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Christoph Waltz;Male;10;LowerSegment 3-15 movies;Django Unchained;163;641;64;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Denzel Washington;Male;43;UpperSegment 31-74 movies;American Gangster;130;2237;52;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Mia Wasikowska;Female;15;LowerSegment 3-15 movies;Alice in Wonderland;334;426;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Emma Watson;Female;14;LowerSegment 3-15 movies;Harry Potter / Deathly Hallows (P2);381;2682;192;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Naomi Watts;Female;30;MiddleSegment 16-30 movies;King Kong;218;852;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Damon Wayans;Male;11;LowerSegment 3-15 movies;The Last Boy Scout;60;217;20;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Keenen Ivory Wayans;Male;4;LowerSegment 3-15 movies;A Low Down Dirty Shame;29;69;17;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Marlon Wayans;Male;16;MiddleSegment 16-30 movies;Scary Movie;157;754;47;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Shawn Wayans;Female;5;LowerSegment 3-15 movies;Scary Movie;157;378;76;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
John Wayne;Male;2;BeginnerSegment 1-2 movies;The Shootist;8;8;4;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Sigourney Weaver;Female;46;UpperSegment 31-74 movies;Avatar;761;2276;50;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rachel Weisz;Female;29;MiddleSegment 16-30 movies;Oz The Great and Powerful;235;1198;41;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Forest Whitaker;Male;53;UpperSegment 31-74 movies;Platoon;139;1480;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kristen Wiig;Female;24;MiddleSegment 16-30 movies;Despicable Me 2;368;1418;59;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Olivia Wilde;Female;20;MiddleSegment 16-30 movies;Tron Legacy;172;545;27;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Tom Wilkinson;Male;41;UpperSegment 31-74 movies;Rush Hour;141;1163;28;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Michelle Williams;Female;24;MiddleSegment 16-30 movies;Oz The Great and Powerful;235;645;27;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Robin Williams;Male;49;UpperSegment 31-74 movies;Night at the Museum;251;3279;67;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Bruce Willis;Male;58;UpperSegment 31-74 movies;Sixth Sense;294;3186;55;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Luke Wilson;Male;28;MiddleSegment 16-30 movies;Legally Blonde;97;611;22;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Owen Wilson;Male;38;UpperSegment 31-74 movies;Night at the Museum;251;2572;68;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Patrick Wilson;Male;16;MiddleSegment 16-30 movies;The Conjuring;137;667;42;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Rebel Wilson;Male;5;LowerSegment 3-15 movies;Pitch Perfect 2;184;413;83;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kate Winslet;Female;27;MiddleSegment 16-30 movies;Titanic;659;1421;53;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Mary Elizabeth Winstead;Female;14;LowerSegment 3-15 movies;Live Free or Die Hard;135;403;29;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Reese Witherspoon;Female;30;MiddleSegment 16-30 movies;Monsters Vs. Aliens;198;1254;42;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Ellen Wong;Female;1;BeginnerSegment 1-2 movies;Scott Pilgrim vs. the World;32;32;32;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Elijah Wood;Male;35;UpperSegment 31-74 movies;Return of the King;378;1862;53;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Shailene Woodley;Female;6;LowerSegment 3-15 movies;Divergent;151;496;83;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Kenny Wormald;Male;4;LowerSegment 3-15 movies;Footloose;52;64;16;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Sam Worthington;Male;12;LowerSegment 3-15 movies;Avatar;761;1205;100;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Jeffrey Wright;Male;24;MiddleSegment 16-30 movies;Catching Fire;425;1601;67;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Renee Zellweger;Female;26;MiddleSegment 16-30 movies;Chicago;171;1168;45;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Catherine Zeta-Jones;Male;24;MiddleSegment 16-30 movies;Chicago;171;1229;51;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
Zhang Ziyi;Male;10;LowerSegment 3-15 movies;Rush Hour 2;226;486;49;No info;No info;No info;No info;No info;No info;No info;No info;No info;Alive;No info;No info;No info;No info;No info
